browse,browse_to_add_to_consider,browse_to_purchase,directly_add_to_consider,directly_purchase,no_browse,user_id
1,0,1,0,0,5,221563
1,0,1,0,0,5,95454
1,0,1,0,0,5,61948
2,0,1,0,0,4,322241
0,1,1,0,0,5,366595
1,0,1,0,0,5,89433
0,1,1,1,0,4,30160
1,0,1,0,1,4,36719
1,0,1,1,0,4,295274
1,0,1,0,0,5,129968
4,0,1,0,0,2,299955
2,1,1,0,0,3,119494
2,0,1,0,0,4,179734
2,1,1,1,0,2,141200
3,0,1,0,0,3,225407
0,0,1,1,0,5,76385
1,0,1,0,0,5,102317
2,0,1,0,0,4,239662
2,0,1,1,0,3,244223
0,1,1,3,0,2,304741
1,2,1,0,0,3,421100
0,0,1,1,0,5,178193
0,1,2,1,0,3,355592
0,0,1,1,2,3,63411
0,0,1,3,0,3,299431
4,0,1,0,0,2,358811
0,0,2,0,0,5,9804
3,0,1,0,0,3,135270
0,1,1,3,0,2,124465
1,0,1,0,0,5,300667
1,0,1,1,0,4,361041
1,0,1,0,0,5,297186
1,0,1,0,0,5,260368
3,0,1,0,0,3,308280
2,0,1,0,0,4,289991
0,0,0,3,1,3,366411
1,0,1,0,0,5,147717
2,0,1,0,0,4,345362
1,0,1,0,0,5,246217
2,1,1,0,0,3,12525
3,0,1,0,0,3,67522
1,0,1,0,0,5,120161
0,0,2,1,0,4,250694
3,0,1,0,0,3,383796
1,0,1,0,0,5,164662
2,0,1,0,0,4,79649
1,0,1,0,0,5,400802
1,0,2,0,0,4,89123
1,0,1,0,0,5,356633
2,0,1,0,0,4,100491
0,0,0,2,1,4,103670
0,1,1,0,0,5,6989
0,1,1,0,1,4,355900
0,0,2,0,0,5,126668
1,0,2,0,0,4,336588
1,0,1,1,1,3,204150
1,0,1,0,0,5,356229
1,0,1,0,0,5,407375
0,1,1,0,0,5,9435
1,1,1,0,0,4,135854
1,0,2,0,0,4,302682
1,0,1,2,0,3,72235
1,0,1,0,0,5,126627
1,1,0,0,1,4,340264
0,0,2,0,0,5,289168
1,0,1,0,0,5,314808
2,0,1,0,0,4,78607
1,0,1,0,0,5,269269
1,0,1,0,0,5,320770
1,2,1,0,0,3,249964
0,1,1,1,0,4,419277
0,1,1,0,0,5,310085
3,0,1,0,0,3,245952
2,0,0,1,1,3,277839
0,3,1,0,0,3,404747
1,1,1,0,0,4,253807
1,0,1,0,0,5,108018
1,0,1,0,0,5,237035
1,0,1,0,0,5,162561
0,0,0,1,1,5,45925
4,0,1,0,0,2,409029
1,1,1,0,0,4,185080
2,0,1,0,0,4,337921
1,0,1,0,0,5,110918
1,0,1,0,0,5,190608
0,0,1,0,1,5,414881
0,0,2,0,0,5,221923
0,1,0,3,1,2,206691
1,0,1,0,1,4,227967
1,1,1,1,0,3,64799
1,0,2,0,0,4,90048
1,1,1,0,0,4,295897
1,0,1,0,0,5,225098
1,1,1,0,0,4,323390
0,1,0,0,1,5,325049
1,0,0,0,1,5,142016
1,2,1,0,0,3,9403
1,0,0,0,1,5,25949
0,0,2,0,0,5,86302
0,0,2,0,0,5,156548
0,1,1,0,0,5,153999
1,2,1,0,0,3,16386
0,1,1,0,0,5,263830
2,2,1,0,0,2,265575
1,0,1,0,0,5,190174
0,3,1,0,0,3,353530
3,0,1,0,0,3,419075
0,1,1,0,0,5,300797
1,1,1,0,0,4,349891
0,2,1,0,0,4,125930
0,0,1,0,1,5,340952
1,0,1,0,0,5,94498
1,0,1,0,0,5,289952
1,0,1,0,0,5,100625
0,0,0,2,1,4,366438
1,0,2,0,0,4,359307
1,0,0,0,1,5,158873
1,1,1,0,0,4,299611
1,0,1,0,0,5,208320
2,1,1,0,0,3,85488
1,0,1,0,0,5,129066
0,1,1,0,0,5,165655
1,0,1,0,0,5,264877
0,0,1,1,0,5,81517
3,0,0,0,1,3,76838
0,1,1,0,0,5,45921
1,0,1,0,0,5,419153
1,1,1,0,0,4,268025
1,0,1,0,0,5,420901
1,0,1,0,1,4,58634
1,0,1,0,0,5,66538
2,1,1,0,0,3,17478
2,0,2,0,0,3,124983
2,0,1,0,0,4,367358
2,0,1,0,0,4,377959
0,0,2,0,0,5,348883
1,0,1,0,0,5,119173
3,0,1,0,0,3,321772
2,0,1,0,0,4,151552
0,1,1,0,1,4,76994
1,0,2,0,0,4,50945
1,0,1,1,0,4,104729
1,0,2,0,0,4,112948
1,0,1,0,0,5,5801
0,0,2,0,0,5,380738
1,0,1,0,0,5,211542
1,0,1,0,0,5,75021
2,0,1,0,0,4,423571
1,0,1,0,0,5,407547
0,0,2,0,0,5,170044
1,0,0,1,1,4,313655
2,1,0,0,1,3,78045
1,0,1,0,0,5,303224
1,0,1,0,0,5,139310
3,0,2,0,0,2,389402
1,0,1,0,0,5,283911
1,0,2,0,0,4,193151
1,1,0,0,1,4,211945
0,1,1,1,1,3,179527
1,0,3,0,0,3,29799
0,2,1,1,0,3,110136
1,0,1,0,0,5,382004
0,2,1,0,0,4,134490
1,0,2,0,0,4,209595
1,0,1,0,0,5,125164
2,0,1,0,0,4,297505
1,0,1,0,0,5,382770
1,0,1,0,0,5,183224
1,0,1,0,1,4,286866
1,0,1,0,0,5,53391
3,0,1,0,0,3,280850
1,0,1,0,0,5,209885
1,0,0,0,1,5,116925
0,2,1,0,0,4,332385
1,0,1,0,0,5,98451
1,0,1,0,0,5,302500
1,0,1,1,0,4,16700
0,1,1,0,0,5,4713
1,0,1,0,0,5,359926
2,0,1,0,0,4,309148
1,0,1,1,0,4,269656
2,0,0,0,1,4,134071
1,0,1,0,0,5,295636
1,0,1,0,0,5,254432
0,1,1,0,0,5,376481
0,1,1,1,0,4,417008
1,0,1,0,0,5,209452
3,1,1,0,0,2,80334
1,1,1,0,0,4,339113
4,0,1,0,0,2,315307
1,0,1,0,0,5,208618
1,2,1,0,0,3,91142
0,0,2,0,0,5,267301
1,1,1,0,0,4,166765
2,0,1,0,0,4,15259
1,0,1,0,0,5,13247
2,0,1,0,0,4,400603
0,0,1,2,0,4,346600
2,0,1,0,0,4,16031
1,0,1,0,0,5,357398
1,0,1,0,0,5,271046
2,0,1,0,1,3,123722
0,0,2,0,0,5,262155
1,1,1,0,0,4,317348
2,0,1,0,0,4,109274
0,0,2,0,0,5,101738
1,0,1,0,0,5,48771
2,0,1,0,0,4,8886
3,0,1,0,0,3,114124
1,0,1,0,0,5,306504
1,0,1,0,0,5,374827
1,0,1,0,0,5,347832
1,1,1,0,0,4,201175
1,1,1,0,0,4,112298
2,0,1,0,0,4,379125
1,0,1,0,0,5,201298
1,1,1,0,0,4,57715
2,0,1,0,0,4,140421
1,0,1,1,0,4,3030
1,0,1,0,0,5,394672
0,1,1,0,0,5,350948
1,0,1,0,0,5,277512
0,0,2,0,0,5,15820
1,0,1,0,0,5,165547
0,0,1,2,0,4,119804
0,0,0,0,2,5,48809
3,0,1,0,0,3,75721
2,1,1,0,0,3,1215
0,0,2,0,0,5,76817
1,0,1,0,0,5,325826
0,0,0,1,1,5,126441
1,0,1,0,0,5,151900
1,0,1,1,0,4,202008
1,0,1,0,0,5,157389
2,0,1,0,0,4,412653
0,1,1,0,0,5,60912
1,0,0,1,1,4,92234
0,3,2,0,0,2,59704
1,0,1,0,0,5,143691
0,0,2,0,0,5,61156
1,0,1,0,0,5,253404
1,0,1,0,0,5,185815
0,1,1,0,0,5,212473
2,0,1,0,0,4,329145
1,0,1,1,0,4,23444
1,1,1,0,0,4,59760
1,0,2,0,0,4,38887
0,0,2,0,0,5,225167
1,0,1,0,0,5,55667
0,0,3,0,0,4,343444
1,0,1,0,0,5,147493
1,0,2,0,0,4,376410
1,0,2,0,0,4,316498
1,1,0,0,1,4,141807
1,0,1,0,0,5,294984
1,0,1,0,0,5,400283
1,0,1,0,0,5,4286
2,0,1,0,0,4,133410
0,0,1,0,1,5,305332
0,1,2,0,0,4,237334
0,1,1,0,0,5,141013
1,0,1,0,0,5,120814
0,0,1,2,1,3,284139
1,1,1,0,0,4,243754
2,0,1,0,0,4,198890
2,0,1,0,0,4,73357
1,0,1,0,0,5,204050
0,0,1,2,0,4,66124
0,1,1,0,0,5,157342
0,1,1,0,0,5,227454
1,0,1,0,0,5,365183
2,0,1,0,0,4,139640
1,1,1,0,0,4,190999
1,0,1,0,0,5,187855
1,0,1,0,0,5,319888
1,0,1,0,0,5,225786
0,0,0,2,1,4,378677
0,0,2,0,0,5,16863
1,0,1,0,0,5,197476
2,0,1,0,0,4,30348
2,0,1,0,0,4,22079
3,0,1,0,0,3,375762
0,2,1,1,0,3,191543
0,0,1,0,1,5,298746
3,0,1,0,0,3,225901
0,0,2,0,1,4,391519
2,0,1,0,0,4,260642
1,0,0,0,1,5,324753
1,0,0,1,1,4,316211
2,0,1,0,0,4,280041
1,1,1,0,0,4,346198
0,0,2,0,0,5,272258
0,1,1,0,0,5,316095
0,1,1,0,0,5,217592
1,0,2,0,0,4,216852
1,0,2,0,0,4,393246
2,0,1,0,0,4,283469
1,0,1,0,0,5,81809
1,0,1,0,0,5,406330
1,0,2,0,0,4,311800
2,0,1,0,0,4,131859
1,0,1,0,0,5,276742
2,0,2,0,0,3,74584
1,0,1,0,0,5,281174
1,0,1,0,0,5,163742
2,0,1,0,0,4,263761
2,0,1,0,0,4,149836
1,0,1,0,0,5,317665
0,1,2,0,0,4,299644
1,0,1,0,0,5,419000
1,0,0,0,1,5,50726
0,1,1,0,0,5,348639
0,1,1,0,0,5,82735
1,0,0,0,1,5,314993
0,0,1,1,1,4,50143
1,0,1,0,0,5,262329
1,0,1,0,0,5,72353
0,1,1,0,0,5,259576
2,0,1,0,0,4,360992
0,0,1,1,0,5,319959
0,0,0,0,2,5,423322
1,0,1,0,0,5,283640
1,0,1,0,0,5,333413
2,0,1,0,0,4,178635
1,0,2,0,0,4,130475
1,0,1,0,0,5,160231
1,0,1,0,0,5,348666
1,0,1,0,0,5,421721
1,0,1,0,0,5,361467
0,2,2,0,0,3,64816
1,1,1,0,0,4,265308
1,0,1,0,0,5,319428
1,1,1,1,0,3,377454
2,0,1,0,1,3,30734
1,0,1,0,0,5,304025
0,0,2,0,0,5,201575
0,3,1,0,0,3,349430
1,0,0,0,2,4,143822
1,1,1,0,0,4,139526
1,0,1,0,0,5,172410
0,0,2,0,0,5,342840
1,0,1,0,0,5,66129
2,0,1,0,0,4,310198
1,0,2,0,0,4,408115
1,0,1,0,0,5,296283
1,0,1,0,0,5,192905
2,0,1,0,0,4,298550
0,0,2,0,0,5,234656
2,0,2,0,0,3,217491
1,0,1,0,0,5,345867
3,0,1,0,0,3,208414
1,0,1,0,0,5,279679
1,1,1,0,0,4,11248
1,0,1,1,0,4,250543
1,0,1,0,0,5,125187
1,0,1,0,1,4,121985
1,0,1,0,0,5,162690
0,0,0,2,1,4,266342
0,1,2,0,0,4,418610
1,0,1,0,0,5,9757
3,0,1,0,0,3,303056
1,0,2,0,0,4,382846
1,0,1,0,0,5,137277
1,0,2,0,0,4,145516
2,0,1,0,0,4,236840
0,1,2,1,0,3,14519
1,0,0,0,1,5,76320
1,0,1,0,0,5,55255
1,0,1,0,0,5,374122
1,0,1,0,0,5,192080
2,0,1,0,0,4,245767
1,0,1,0,0,5,315250
1,1,1,0,0,4,368242
0,2,1,1,0,3,80949
1,0,2,0,0,4,115631
3,0,1,0,0,3,391199
0,0,4,0,0,3,332578
1,2,1,0,0,3,213084
1,0,1,0,0,5,296668
0,0,0,1,1,5,419449
1,0,1,0,0,5,16263
0,0,0,2,1,4,198307
1,0,1,0,0,5,368542
1,0,1,0,0,5,269201
2,0,1,0,0,4,33155
0,1,1,0,0,5,307720
2,0,1,0,0,4,17277
2,0,1,0,0,4,237200
1,1,1,0,0,4,267636
1,0,1,1,1,3,336595
3,0,1,0,0,3,20099
2,0,1,0,0,4,300374
0,0,0,2,1,4,136854
1,1,1,0,0,4,180593
1,1,1,0,0,4,354110
1,1,1,0,0,4,207258
1,1,1,0,0,4,244466
1,1,1,0,0,4,148146
1,0,1,0,0,5,342185
0,0,1,1,0,5,422399
1,1,1,0,0,4,389246
2,0,1,0,0,4,245043
1,0,1,0,0,5,215767
1,0,1,0,0,5,337424
1,0,1,0,0,5,310722
1,0,1,0,1,4,398080
1,0,1,2,0,3,280635
0,1,1,1,0,4,171297
1,0,1,0,0,5,156428
0,1,1,0,0,5,91839
1,0,1,0,0,5,62729
0,0,2,0,0,5,156107
0,0,1,1,0,5,20045
1,0,1,0,0,5,183175
0,2,1,0,0,4,2331
1,0,1,0,0,5,137540
2,0,1,0,0,4,83975
1,0,2,0,0,4,174617
2,1,1,0,0,3,112189
2,0,1,0,0,4,76962
1,0,1,0,0,5,278466
1,0,1,0,0,5,43112
2,0,1,0,0,4,233330
1,0,1,0,0,5,74994
0,2,1,0,0,4,166749
1,0,1,0,0,5,239689
1,0,1,0,0,5,343391
1,0,1,0,0,5,263887
0,0,1,2,0,4,411428
2,0,1,0,0,4,392881
1,1,1,0,0,4,138979
1,0,0,0,1,5,102303
1,0,0,0,1,5,421483
0,2,1,0,0,4,329572
1,0,1,0,0,5,98017
1,0,2,0,0,4,176753
0,0,0,1,1,5,20151
1,0,1,0,0,5,100435
0,0,1,0,1,5,309154
0,1,1,1,0,4,168990
2,0,1,0,0,4,161770
1,1,1,0,0,4,207929
1,0,1,0,0,5,229117
1,0,1,0,0,5,217171
0,0,0,1,1,5,395013
0,0,1,1,0,5,133845
1,0,1,0,0,5,375999
1,0,1,0,0,5,320329
0,0,2,0,0,5,182160
0,1,1,0,0,5,9340
1,0,1,0,0,5,233293
1,0,1,1,0,4,123249
1,0,1,1,0,4,268342
1,1,1,0,0,4,13764
0,2,1,0,0,4,156185
2,0,1,0,0,4,423665
1,0,1,0,0,5,241207
2,0,1,0,0,4,117235
0,0,0,1,1,5,68981
1,0,1,0,0,5,289599
3,0,1,0,0,3,264844
1,0,1,0,0,5,70736
1,0,1,0,0,5,157960
0,0,1,0,1,5,418867
1,0,1,0,0,5,190692
0,0,1,0,1,5,51053
2,0,1,0,0,4,141257
1,1,1,0,0,4,58393
0,0,2,1,0,4,157706
2,1,1,0,0,3,24589
2,0,1,0,0,4,37158
2,0,1,0,0,4,348234
0,1,1,1,0,4,86657
2,0,1,0,0,4,45521
1,1,2,0,0,3,72794
1,0,1,0,0,5,238470
0,2,1,0,0,4,210545
2,0,2,0,0,3,147804
1,0,1,0,0,5,70832
0,0,1,1,0,5,363042
1,0,1,0,0,5,244615
1,0,1,0,0,5,151583
2,0,1,0,0,4,183222
1,0,1,0,0,5,406777
1,0,1,0,0,5,60645
0,1,2,0,0,4,59513
1,1,0,0,1,4,136871
0,1,1,0,0,5,129973
2,0,1,0,0,4,185241
2,0,1,0,0,4,175121
0,1,1,0,0,5,299864
0,0,2,0,0,5,199145
2,0,1,0,0,4,39148
2,0,1,0,0,4,113102
0,1,1,1,0,4,411264
3,0,1,0,0,3,39620
2,0,1,0,0,4,210932
1,1,1,0,0,4,154141
1,0,1,0,0,5,375800
2,1,1,0,0,3,228446
2,0,1,0,0,4,14264
2,0,1,0,0,4,205255
1,0,1,0,0,5,295453
1,0,1,0,0,5,2272
2,0,1,0,0,4,204936
1,0,1,0,0,5,128710
3,0,1,0,0,3,286047
1,0,1,0,0,5,293889
0,0,2,0,0,5,354857
1,0,1,0,0,5,244113
1,0,1,0,0,5,352408
1,0,1,0,0,5,50669
1,0,1,0,0,5,181857
1,1,2,0,0,3,101042
3,0,1,0,0,3,414597
2,0,1,0,0,4,316575
1,0,1,0,0,5,400515
0,0,0,1,1,5,343513
0,0,2,1,0,4,18756
0,0,1,1,0,5,390839
1,0,1,0,0,5,22653
1,0,1,0,0,5,117016
1,0,0,0,1,5,406680
2,0,1,0,0,4,224156
2,0,1,0,0,4,99413
1,0,1,0,0,5,18379
1,0,0,1,1,4,242862
1,0,1,0,0,5,185914
1,0,1,0,0,5,297382
0,2,1,0,1,3,167683
1,1,1,0,0,4,84600
3,0,1,0,0,3,288013
0,2,1,0,0,4,280947
1,0,1,0,0,5,338529
0,1,0,1,1,4,172497
2,0,1,0,0,4,201665
0,0,1,0,1,5,25019
1,0,1,1,0,4,241603
1,0,1,0,0,5,371013
1,1,1,0,0,4,290267
0,0,0,2,2,3,131353
2,0,1,0,0,4,68139
2,0,1,0,0,4,153436
1,0,1,0,0,5,393929
2,0,1,0,0,4,406374
0,0,0,2,1,4,264649
0,1,1,1,0,4,395291
0,0,1,1,0,5,197438
1,0,1,0,0,5,16844
0,0,2,1,0,4,5260
1,0,1,0,0,5,145263
0,0,2,0,0,5,96757
0,2,1,0,0,4,381341
1,0,1,0,0,5,303270
2,0,1,0,0,4,324244
1,0,1,0,0,5,264339
2,0,1,0,0,4,414932
2,0,1,0,0,4,94379
0,1,1,0,0,5,275358
2,0,0,1,1,3,405287
0,1,1,0,0,5,56191
1,0,1,0,0,5,354305
0,0,1,1,0,5,111001
2,0,1,0,0,4,2799
1,0,1,0,0,5,174207
1,2,0,0,1,3,418669
1,0,0,0,1,5,3599
1,1,1,0,0,4,237443
1,0,0,0,1,5,32618
0,1,1,0,0,5,178674
0,2,1,0,1,3,107207
0,0,0,1,1,5,396608
0,0,1,1,0,5,285228
1,0,1,1,0,4,141375
1,1,1,0,0,4,182259
1,0,1,0,0,5,348378
3,0,1,0,0,3,271805
0,1,1,1,0,4,322578
0,1,1,0,0,5,361552
1,0,0,0,1,5,61879
0,2,0,1,1,3,301756
0,0,2,0,0,5,374868
1,0,2,0,0,4,352320
1,0,1,0,0,5,205395
1,0,1,0,0,5,238027
1,0,1,0,0,5,44412
0,2,1,0,0,4,83157
0,0,2,0,0,5,39814
1,0,0,0,1,5,172717
1,0,1,1,0,4,358752
1,0,1,0,0,5,201619
1,0,2,0,0,4,203963
1,1,1,0,0,4,353702
1,0,1,0,0,5,119549
0,1,1,0,0,5,181733
2,0,0,0,1,4,210084
2,0,1,0,0,4,324571
1,0,1,0,0,5,259191
0,1,2,0,0,4,219253
2,0,1,0,0,4,105592
1,0,1,0,0,5,294358
0,1,2,0,0,4,282556
1,0,1,0,0,5,49724
1,0,1,0,0,5,19138
1,0,1,0,0,5,183808
1,0,0,0,1,5,121874
1,0,1,0,0,5,338321
1,0,1,0,0,5,345037
1,0,1,0,0,5,240880
1,0,1,0,0,5,304733
1,0,1,0,0,5,117021
1,0,1,0,0,5,406598
1,0,1,0,0,5,367273
1,0,1,0,0,5,204350
1,0,1,0,0,5,27797
2,1,1,0,0,3,166213
1,0,0,0,1,5,281556
0,2,1,1,0,3,333046
1,1,1,0,0,4,143227
0,1,1,0,0,5,309728
1,0,3,0,0,3,227987
1,1,1,0,0,4,152088
2,1,1,0,0,3,187848
1,0,1,0,0,5,72380
2,0,1,0,0,4,324120
1,0,1,0,0,5,70863
1,0,1,0,0,5,291821
3,0,1,0,0,3,396978
1,0,1,0,0,5,44135
1,0,1,0,0,5,389363
0,1,1,0,0,5,83594
2,0,2,0,0,3,284253
0,1,1,0,0,5,36427
0,0,2,0,0,5,168840
1,1,1,0,0,4,421799
1,0,1,0,0,5,295384
1,0,1,0,0,5,7754
1,0,1,0,0,5,341918
1,1,1,0,0,4,59438
1,0,1,0,0,5,225079
1,0,1,0,0,5,332638
1,1,1,0,0,4,60944
1,0,1,0,0,5,47806
1,0,1,0,0,5,404589
1,0,1,0,0,5,103142
0,1,1,0,0,5,136554
1,0,0,0,1,5,49172
0,0,2,0,0,5,139190
0,1,1,0,0,5,241041
0,1,1,0,0,5,58187
1,0,1,0,0,5,54731
1,0,1,0,0,5,101192
1,1,1,0,0,4,109814
1,2,1,0,0,3,246208
1,0,1,0,0,5,225994
2,0,1,0,0,4,255032
1,0,1,0,0,5,291453
1,0,1,0,0,5,316630
1,0,1,0,0,5,239416
0,1,1,0,0,5,251747
1,0,1,0,0,5,272998
2,0,1,0,0,4,9208
1,0,1,0,0,5,255677
2,0,1,0,0,4,249131
1,0,1,0,0,5,98297
3,0,1,0,0,3,236835
1,0,1,0,0,5,113830
1,0,1,0,0,5,402374
2,0,1,0,0,4,16661
0,0,0,2,1,4,67477
1,0,1,0,0,5,225034
0,1,1,0,0,5,318106
1,0,1,0,0,5,383245
2,0,0,0,1,4,220757
1,1,0,0,1,4,231139
2,0,1,0,0,4,208335
2,0,1,0,0,4,241663
1,0,1,0,0,5,263580
1,0,1,0,0,5,299905
1,0,1,0,0,5,159989
0,1,1,0,0,5,229265
3,0,1,0,0,3,246269
2,0,1,0,0,4,18304
1,0,1,0,0,5,269938
0,0,0,3,1,3,76665
2,1,1,0,0,3,321872
0,0,2,0,0,5,135843
1,0,1,0,0,5,217736
1,0,1,0,0,5,150716
0,1,2,0,0,4,15411
0,0,0,2,1,4,139386
1,0,1,0,0,5,205451
1,1,1,0,0,4,296882
1,0,2,0,0,4,43982
0,0,0,0,2,5,333222
1,0,1,0,0,5,21703
2,0,1,0,0,4,40654
1,0,1,0,0,5,258788
2,0,1,0,0,4,388938
0,0,0,0,3,4,61977
1,0,1,0,0,5,80833
3,0,1,0,0,3,372321
1,0,0,0,1,5,367376
1,0,1,0,0,5,381438
2,0,1,0,0,4,82248
2,0,2,0,0,3,393602
1,0,1,0,0,5,146363
0,1,1,0,0,5,226303
0,2,1,0,0,4,188558
1,1,1,0,0,4,21716
0,1,1,0,0,5,416561
0,1,1,0,0,5,127695
1,0,1,0,0,5,31009
2,0,1,0,0,4,333556
0,0,2,0,0,5,147229
1,2,1,0,0,3,229146
0,0,0,1,1,5,160153
1,2,1,0,0,3,356254
0,1,0,0,1,5,9169
2,0,1,0,0,4,97225
2,0,1,0,0,4,137682
1,0,0,0,1,5,281792
1,0,1,0,0,5,305254
1,0,1,0,0,5,200059
1,0,1,0,0,5,343787
1,0,1,1,0,4,322046
2,0,1,0,0,4,45059
0,2,1,0,0,4,389650
2,0,1,0,0,4,227526
2,0,1,0,0,4,1176
0,3,1,0,0,3,423991
1,1,1,0,0,4,58591
0,2,1,0,0,4,286097
1,0,1,0,0,5,145939
3,0,1,0,0,3,420271
1,0,1,0,0,5,39804
1,0,1,0,0,5,19204
2,0,1,0,0,4,154290
1,0,1,0,0,5,250164
2,0,1,0,0,4,261270
2,0,1,0,0,4,104204
2,0,1,0,0,4,325649
1,0,1,0,0,5,20520
1,0,1,0,0,5,151821
2,0,1,0,0,4,303536
1,0,1,0,0,5,414608
1,0,0,0,1,5,25097
1,0,1,0,0,5,62402
0,0,0,2,1,4,233322
0,2,1,0,0,4,318243
1,0,1,0,0,5,10410
1,0,1,0,0,5,52077
2,0,1,0,0,4,318067
1,0,1,0,0,5,99134
1,1,1,0,0,4,409312
1,0,1,0,0,5,417078
0,1,1,0,0,5,207211
0,0,2,0,0,5,299104
0,0,2,0,0,5,103734
0,1,0,0,2,4,288148
0,1,1,0,0,5,72249
0,1,1,0,0,5,29320
0,0,2,0,0,5,394236
1,0,1,0,0,5,32145
1,1,0,0,1,4,280061
2,0,1,0,0,4,266224
0,1,1,0,0,5,290598
2,0,1,0,0,4,391914
1,0,1,0,0,5,344614
0,1,1,0,0,5,175821
1,0,1,0,0,5,81602
1,0,1,0,0,5,377313
1,0,1,0,0,5,264124
0,1,1,1,0,4,3847
1,0,1,0,0,5,253687
2,0,1,0,0,4,319618
1,0,1,0,0,5,368744
1,0,1,0,0,5,420354
0,0,0,1,2,4,157003
1,0,1,0,0,5,208374
0,2,1,0,0,4,127793
0,0,1,1,0,5,86418
0,1,1,0,0,5,311944
0,1,1,0,0,5,83101
1,0,1,0,0,5,205931
2,0,1,0,0,4,187065
2,0,1,0,0,4,135837
1,0,1,0,0,5,32713
0,0,0,2,1,4,254254
1,1,1,0,0,4,409666
1,0,1,0,0,5,63723
1,0,0,0,1,5,385993
1,0,1,0,0,5,275370
1,0,1,0,0,5,265374
0,1,1,0,0,5,55299
1,0,0,0,1,5,286799
0,0,2,0,0,5,181312
0,0,0,0,2,5,262950
1,0,1,0,0,5,220147
2,0,1,0,0,4,180003
1,0,2,0,0,4,311966
1,0,1,0,0,5,353548
1,0,1,0,0,5,185336
0,1,0,0,1,5,229287
1,0,1,0,0,5,143677
0,0,1,1,0,5,95721
1,0,1,0,0,5,336797
1,0,1,0,0,5,268208
0,0,0,2,1,4,79710
2,0,1,0,0,4,168787
1,0,1,0,0,5,85317
2,0,1,0,0,4,141691
2,0,1,0,0,4,216247
1,0,1,0,0,5,18214
1,0,0,0,1,5,211855
1,0,1,0,0,5,27433
0,0,1,1,0,5,12675
1,0,1,0,0,5,307966
1,0,1,0,0,5,340950
1,0,1,0,0,5,93924
0,0,0,1,1,5,5542
1,0,0,0,1,5,277236
2,0,1,0,0,4,376365
0,1,1,0,0,5,305127
0,0,2,0,0,5,26615
0,2,1,0,0,4,373989
2,0,1,0,0,4,169078
2,0,0,0,1,4,314160
0,1,1,0,0,5,381629
1,1,1,0,0,4,160392
1,0,1,0,0,5,155681
1,0,1,0,0,5,28369
0,2,1,0,0,4,382505
2,0,1,0,0,4,116417
2,0,1,0,0,4,404296
1,0,1,0,0,5,54500
0,0,0,1,2,4,318749
1,0,1,0,0,5,51563
1,0,1,0,0,5,87034
0,1,1,0,0,5,49505
1,0,1,0,0,5,43573
0,0,2,0,0,5,61154
0,0,2,0,0,5,343728
0,0,0,1,1,5,79756
0,0,1,1,0,5,375660
1,0,1,0,0,5,63065
1,0,1,0,0,5,5278
2,0,1,0,0,4,46279
1,0,1,0,0,5,168067
1,1,1,0,0,4,47207
1,0,1,0,0,5,33447
1,0,1,0,0,5,38565
0,0,1,1,0,5,84555
2,0,1,0,0,4,354606
1,0,1,0,0,5,300208
0,1,1,0,0,5,281782
0,1,1,0,0,5,244420
1,1,0,0,1,4,341979
0,0,2,0,0,5,162096
0,1,0,0,1,5,211076
0,1,1,0,0,5,164416
1,0,1,0,0,5,310049
1,0,1,0,0,5,413635
0,0,1,1,0,5,124816
2,0,1,0,0,4,245873
1,0,1,0,0,5,151826
0,1,1,0,0,5,175302
0,1,1,0,0,5,184075
1,0,1,0,0,5,155084
2,0,1,0,0,4,57497
0,1,1,0,0,5,21117
0,0,0,1,1,5,52193
1,0,1,0,0,5,303487
1,0,1,0,0,5,278229
1,0,1,0,0,5,179364
2,0,1,0,0,4,208977
1,0,1,0,0,5,140094
0,0,2,0,0,5,313142
0,1,1,0,0,5,40729
1,0,1,0,0,5,31819
1,0,1,0,0,5,373407
0,0,0,2,1,4,50370
1,0,1,0,0,5,278510
0,0,1,1,0,5,274053
2,0,1,0,0,4,43374
2,0,1,0,0,4,39127
1,0,1,0,0,5,194892
1,0,1,0,0,5,133339
1,0,1,0,0,5,131852
1,0,1,0,0,5,398181
1,0,1,0,0,5,416920
2,0,1,0,0,4,211790
0,0,0,1,1,5,81659
1,1,1,0,0,4,212490
0,1,1,0,0,5,13799
1,0,2,0,0,4,381037
1,0,1,0,0,5,411502
0,0,0,2,1,4,156064
1,0,1,0,0,5,166873
1,1,1,0,0,4,63522
0,1,2,0,0,4,231747
2,0,1,0,0,4,122118
1,0,0,0,1,5,244857
1,0,1,0,0,5,213842
1,0,1,0,0,5,60918
2,0,1,0,0,4,334103
1,0,1,0,0,5,198615
1,0,1,0,0,5,99234
0,1,1,1,0,4,55188
0,0,1,0,1,5,184537
1,0,1,0,0,5,195816
0,1,1,0,0,5,385853
1,0,1,0,0,5,410642
1,0,1,0,0,5,185034
0,1,1,0,1,4,231324
1,0,1,1,0,4,147564
1,0,1,0,0,5,271790
2,0,1,0,0,4,96943
2,0,1,0,0,4,299198
1,0,1,0,0,5,299088
0,1,1,0,0,5,48528
1,0,1,0,0,5,234346
0,0,2,0,0,5,93117
1,0,1,0,0,5,285080
1,0,1,0,0,5,390233
1,0,1,0,0,5,245679
1,0,1,0,0,5,341127
0,0,2,0,0,5,410949
0,1,1,0,0,5,208800
1,0,1,0,0,5,391453
