"user_id","day_0","day_1","day_2","day_3","day_4","day_5","day_6","hcut_cluster"
36015,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
41867,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
210436,"no_browse","directly_purchase","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
98371,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
403161,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
295147,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
106977,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
226066,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
309854,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
148735,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
365415,"no_browse","browse","no_browse","no_browse","directly_add_to_consider","directly_add_to_consider","browse_to_purchase","Cluster8"
411030,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
227961,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
274520,"no_browse","directly_add_to_consider","directly_add_to_consider","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster8"
22926,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
268493,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
249722,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
392350,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
238748,"no_browse","browse","no_browse","browse","browse","browse","browse_to_purchase","Cluster1"
14029,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
42282,"no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
400251,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
48904,"no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
351650,"no_browse","browse","no_browse","no_browse","browse_to_purchase","no_browse","browse_to_purchase","Cluster2"
294609,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
177914,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
232458,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
413248,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
142617,"no_browse","browse_to_add_to_consider","browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
112759,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
20257,"no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster4"
175188,"no_browse","browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster1"
308806,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
5367,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
74722,"no_browse","browse_to_purchase","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster2"
176294,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
240122,"no_browse","browse","no_browse","browse","no_browse","directly_add_to_consider","browse_to_purchase","Cluster8"
352904,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","browse","directly_purchase","Cluster7"
410013,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster8"
200482,"no_browse","browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","directly_purchase","Cluster7"
59725,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
265400,"no_browse","browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
261185,"no_browse","directly_add_to_consider","directly_add_to_consider","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
336054,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
312517,"no_browse","browse","no_browse","browse_to_purchase","no_browse","no_browse","browse_to_purchase","Cluster2"
34105,"no_browse","browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
370624,"no_browse","browse_to_purchase","no_browse","browse","no_browse","browse_to_purchase","browse_to_purchase","Cluster2"
410714,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
288539,"no_browse","directly_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
246286,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
258722,"no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
298771,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
354867,"no_browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","directly_add_to_consider","directly_purchase","Cluster7"
37253,"no_browse","browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster3"
81863,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
214731,"no_browse","browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster1"
30199,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
88760,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
157306,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
102801,"no_browse","browse_to_add_to_consider","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster4"
374872,"no_browse","directly_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
165043,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
209709,"no_browse","browse","no_browse","no_browse","directly_purchase","browse_to_add_to_consider","browse_to_purchase","Cluster3"
49208,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
12978,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
303366,"no_browse","browse","browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
160423,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
104887,"no_browse","browse_to_purchase","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
385136,"no_browse","browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
281359,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
71925,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
385787,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
57351,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
281760,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
374480,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
145969,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","directly_purchase","browse_to_purchase","Cluster2"
61277,"no_browse","browse_to_add_to_consider","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster4"
423750,"no_browse","browse_to_add_to_consider","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster4"
271620,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
295698,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
104302,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
321121,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
314219,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
291214,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
17875,"no_browse","browse_to_add_to_consider","no_browse","no_browse","directly_add_to_consider","browse","browse_to_purchase","Cluster8"
17261,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
186932,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
225036,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
363534,"no_browse","browse","no_browse","browse","browse","no_browse","browse_to_purchase","Cluster1"
314856,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
353188,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
386561,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
118630,"no_browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
191946,"no_browse","browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
209810,"no_browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse","no_browse","browse_to_purchase","Cluster4"
41670,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
66942,"no_browse","browse","no_browse","browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
258147,"no_browse","browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
190,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
221234,"no_browse","browse_to_add_to_consider","browse_to_add_to_consider","browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
264020,"no_browse","directly_add_to_consider","directly_add_to_consider","no_browse","browse","no_browse","browse_to_purchase","Cluster8"
41418,"no_browse","browse_to_purchase","no_browse","browse","directly_purchase","no_browse","browse_to_purchase","Cluster2"
35253,"no_browse","browse","browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
24474,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
338452,"no_browse","browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
260221,"no_browse","browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
243705,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
209495,"no_browse","browse","no_browse","browse_to_purchase","no_browse","no_browse","browse_to_purchase","Cluster2"
352662,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
98128,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
116271,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
188783,"no_browse","browse","no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_purchase","Cluster4"
342242,"no_browse","browse","browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
22228,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
401227,"no_browse","browse","browse_to_add_to_consider","browse","no_browse","browse","browse_to_purchase","Cluster1"
6348,"no_browse","browse_to_purchase","no_browse","directly_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster8"
417918,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
344635,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
60144,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
422550,"no_browse","browse","no_browse","no_browse","browse_to_purchase","no_browse","browse_to_purchase","Cluster2"
66338,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
63915,"no_browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_purchase","Cluster4"
217507,"no_browse","browse_to_purchase","no_browse","browse","browse_to_purchase","browse_to_add_to_consider","browse_to_purchase","Cluster3"
345523,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
114045,"no_browse","directly_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
38055,"no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","no_browse","no_browse","browse_to_purchase","Cluster4"
235645,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
289647,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
340383,"no_browse","browse_to_add_to_consider","no_browse","no_browse","browse","browse","directly_purchase","Cluster7"
259085,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
173229,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
19017,"no_browse","directly_purchase","directly_add_to_consider","directly_add_to_consider","no_browse","browse_to_purchase","directly_purchase","Cluster7"
38858,"no_browse","browse","browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
402473,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
390717,"no_browse","browse","no_browse","no_browse","directly_add_to_consider","directly_add_to_consider","browse_to_purchase","Cluster8"
205732,"no_browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
252112,"no_browse","browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
30737,"no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
5796,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
380117,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
198181,"no_browse","browse","no_browse","browse","no_browse","browse","browse_to_purchase","Cluster1"
252874,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
97810,"no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster4"
15701,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
148635,"no_browse","directly_add_to_consider","no_browse","no_browse","directly_add_to_consider","no_browse","browse_to_purchase","Cluster8"
240657,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
156683,"no_browse","browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
77395,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
398669,"no_browse","browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster1"
193568,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster4"
33198,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
169986,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
50052,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
365701,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
231547,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
398194,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
80885,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
368849,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
19139,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
41813,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster5"
253393,"no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
296742,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
107450,"no_browse","browse_to_purchase","browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
58829,"no_browse","directly_add_to_consider","directly_add_to_consider","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
343989,"no_browse","browse_to_add_to_consider","directly_add_to_consider","no_browse","no_browse","browse_to_add_to_consider","directly_purchase","Cluster7"
368924,"no_browse","browse","browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
419116,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_add_to_consider","directly_purchase","Cluster7"
38049,"no_browse","browse","no_browse","no_browse","browse_to_add_to_consider","browse","browse_to_purchase","Cluster3"
161693,"no_browse","browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
231060,"no_browse","browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster3"
303052,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
258635,"no_browse","browse_to_purchase","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster2"
371855,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
231459,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
408947,"no_browse","directly_purchase","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster2"
240159,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
52595,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
196916,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
411551,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
179281,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
43248,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
156333,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
72788,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
203177,"no_browse","browse_to_add_to_consider","browse","browse_to_purchase","no_browse","no_browse","browse_to_purchase","Cluster4"
156894,"no_browse","directly_add_to_consider","directly_add_to_consider","directly_add_to_consider","directly_add_to_consider","no_browse","directly_purchase","Cluster7"
105225,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
404459,"no_browse","browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
145927,"no_browse","browse","browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
319323,"no_browse","browse_to_add_to_consider","no_browse","browse","browse","no_browse","browse_to_purchase","Cluster4"
48900,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
359856,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
395914,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
192024,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
231536,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
279617,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
21386,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
116002,"no_browse","browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
100269,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
131319,"no_browse","browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
147177,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
379091,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
406129,"no_browse","directly_add_to_consider","no_browse","browse_to_add_to_consider","directly_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster8"
315703,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
146694,"no_browse","browse_to_purchase","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
368265,"no_browse","browse_to_purchase","browse","no_browse","browse","browse","browse_to_purchase","Cluster1"
291070,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
300465,"no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
222630,"no_browse","browse","no_browse","browse","browse_to_purchase","no_browse","browse_to_purchase","Cluster2"
266415,"no_browse","browse_to_purchase","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
247329,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
54979,"no_browse","browse_to_purchase","browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
197279,"no_browse","directly_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
228944,"no_browse","browse_to_purchase","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
242244,"no_browse","browse_to_add_to_consider","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","browse_to_purchase","Cluster4"
303370,"no_browse","browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster1"
38062,"no_browse","browse","browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
373088,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
66804,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
386887,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
283566,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
134355,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
146278,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
213489,"no_browse","browse_to_add_to_consider","browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
333874,"no_browse","browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
72912,"no_browse","browse_to_purchase","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
305264,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
107932,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
101263,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
107012,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
107349,"no_browse","browse","no_browse","browse","browse","no_browse","browse_to_purchase","Cluster1"
392782,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
422039,"no_browse","browse_to_purchase","browse","no_browse","no_browse","directly_add_to_consider","directly_purchase","Cluster7"
356149,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
346516,"no_browse","browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
50774,"no_browse","browse","no_browse","no_browse","browse_to_add_to_consider","browse","browse_to_purchase","Cluster3"
155122,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
237740,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
118775,"no_browse","browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
5750,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
250168,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
337465,"no_browse","browse_to_add_to_consider","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster4"
378142,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
93807,"no_browse","browse","browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
397442,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
393943,"no_browse","browse","browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
296888,"no_browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
354813,"no_browse","browse","no_browse","browse","no_browse","browse","directly_purchase","Cluster7"
341269,"no_browse","browse","no_browse","browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster3"
336128,"no_browse","browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
423458,"no_browse","browse_to_add_to_consider","no_browse","no_browse","browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
337188,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
258469,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
220387,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
274135,"no_browse","browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
364429,"no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
34264,"no_browse","browse","no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_purchase","Cluster4"
2209,"no_browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster1"
253717,"no_browse","directly_add_to_consider","directly_add_to_consider","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster8"
121262,"no_browse","browse_to_purchase","no_browse","browse_to_purchase","no_browse","no_browse","browse_to_purchase","Cluster2"
198394,"no_browse","browse_to_purchase","directly_purchase","no_browse","no_browse","directly_purchase","browse_to_purchase","Cluster2"
393534,"no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
106541,"no_browse","browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
126502,"no_browse","browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","directly_purchase","Cluster7"
267713,"no_browse","browse_to_add_to_consider","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
224155,"no_browse","browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster1"
160779,"no_browse","directly_add_to_consider","browse","browse","no_browse","browse","browse_to_purchase","Cluster1"
142904,"no_browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster1"
187323,"no_browse","browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster3"
